"","Cluster","Date","total_caught"
"14959",14,2017-12-11,0
"14960",14,2017-12-26,0
"14961",14,2018-01-08,1
"14962",14,2018-01-22,0
"14963",14,2018-02-05,0
"14964",14,2018-02-20,0
"14965",14,2018-03-05,0
"14966",14,2018-03-19,0
"14967",14,2018-04-02,0
"14968",14,2018-04-16,0
"14969",14,2018-04-30,0
"14970",14,2018-05-14,0
"14971",14,2018-05-29,0
"14972",14,2018-06-11,0
"14973",14,2018-06-25,0
"14974",14,2018-07-09,1
"14975",14,2018-07-23,0
"14976",14,2018-08-06,0
"14977",14,2018-08-20,0
"14978",14,2018-09-04,0
"14979",14,2018-09-17,1
"14980",14,2018-10-01,0
"14981",14,2018-10-15,0
"14982",14,2018-10-29,0
"14983",14,2018-11-13,0
"14984",14,2018-11-26,0
"14985",14,2018-12-10,0
"14986",14,2018-12-27,0
"14987",14,2019-01-08,0
"14988",14,2017-05-30,1
"14989",14,2017-06-06,0
"14990",14,2017-06-12,0
"14991",14,2017-06-26,0
"14992",14,2017-07-10,0
"14993",14,2017-07-24,0
"14994",14,2017-08-07,0
"14995",14,2017-09-18,0
"14996",14,2017-10-02,0
"14997",14,2017-10-16,1
"14998",14,2017-10-30,0
"14999",14,2017-11-13,0
"15000",14,2017-12-26,1
"15001",14,2018-01-08,0
"15002",14,2018-01-22,0
"15003",14,2018-02-05,0
"15004",14,2018-02-20,0
"15005",14,2018-03-05,0
"15006",14,2018-03-19,0
"15007",14,2018-04-02,0
"15008",14,2018-04-16,0
"15009",14,2018-04-30,0
"15010",14,2018-05-14,0
"15011",14,2018-05-29,0
"15012",14,2018-06-11,0
"15013",14,2018-07-09,0
"15014",14,2018-07-23,0
"15015",14,2018-08-06,0
"15016",14,2018-08-20,0
"15017",14,2018-09-04,0
"15018",14,2018-09-17,0
"15019",14,2018-10-01,0
"15020",14,2018-10-15,0
"15021",14,2018-10-29,1
"15022",14,2018-11-13,0
"15023",14,2018-11-26,0
"15024",14,2018-12-27,0
"15025",14,2019-01-08,0
"15026",14,2016-10-17,1
"15027",14,2016-10-31,0
"15028",14,2016-11-15,0
"15029",14,2016-11-29,0
"15030",14,2016-12-13,0
"15031",14,2016-12-27,0
"15032",14,2017-01-09,0
"15033",14,2017-01-23,0
"15034",14,2017-02-06,0
"15035",14,2017-02-21,0
"15036",14,2017-03-06,0
"15037",14,2017-03-20,0
"15038",14,2017-04-03,0
"15039",14,2017-04-17,0
"15040",14,2017-05-02,0
"15041",14,2017-05-15,0
"15042",14,2017-05-30,0
"15043",14,2017-06-12,0
"15044",14,2018-01-22,0
"15045",14,2016-10-17,0
"15046",14,2016-10-31,0
"15047",14,2016-11-15,0
"15048",14,2016-11-29,0
"15049",14,2016-12-13,0
"15050",14,2016-12-27,0
"15051",14,2017-01-09,0
"15052",14,2017-01-23,0
"15053",14,2017-02-06,0
"15054",14,2017-02-21,0
"15055",14,2017-03-06,0
"15056",14,2017-03-20,0
"15057",14,2017-04-03,0
"15058",14,2017-04-17,0
"15059",14,2017-05-02,0
"15060",14,2017-05-15,0
"15061",14,2017-05-30,0
"15062",14,2017-06-12,0
"15063",14,2017-06-26,0
"15064",14,2017-07-10,0
"15065",14,2017-07-24,0
"15066",14,2017-08-07,0
"15067",14,2017-08-21,0
"15068",14,2017-09-05,0
"15069",14,2017-09-18,0
"15070",14,2017-10-02,0
"15071",14,2017-10-16,0
"15072",14,2017-10-30,0
"15073",14,2017-11-13,0
"15074",14,2017-11-27,0
"15075",14,2017-12-26,0
"15076",14,2018-01-08,0
"15077",14,2018-01-22,0
"15078",14,2018-02-05,0
"15079",14,2018-02-20,0
"15080",14,2018-03-19,0
"15081",14,2018-04-16,0
"15082",14,2018-05-14,0
"15083",14,2018-05-30,0
"15084",14,2018-06-11,0
"15085",14,2018-06-25,0
"15086",14,2018-07-09,0
"15087",14,2018-07-23,0
"15088",14,2018-08-06,0
"15089",14,2018-08-20,0
"15090",14,2018-09-04,0
"15091",14,2018-09-17,0
"15092",14,2018-10-01,0
"15093",14,2018-10-15,0
"15094",14,2018-10-29,0
"15095",14,2018-11-13,0
"15096",14,2018-11-26,0
"15097",14,2018-12-10,0
"15098",14,2018-12-27,0
"15099",14,2019-01-08,0
"15100",14,2016-10-17,6
"15101",14,2016-10-31,1
"15102",14,2016-11-15,0
"15103",14,2016-12-13,0
"15104",14,2017-01-09,1
"15105",14,2017-01-23,0
"15106",14,2017-02-06,0
"15107",14,2017-02-21,0
"15108",14,2017-03-20,0
"15109",14,2017-04-03,0
"15110",14,2017-04-17,0
"15111",14,2017-05-15,0
"15112",14,2017-05-30,0
"15113",14,2017-06-12,0
"15114",14,2017-06-26,0
"15115",14,2017-07-24,0
"15116",14,2017-08-21,1
"15117",14,2017-09-05,1
"15118",14,2017-09-18,2
"15119",14,2017-10-16,0
"15120",14,2017-12-26,0
"15121",14,2018-01-08,0
"15122",14,2018-02-20,0
"15123",14,2018-03-19,0
"15124",14,2018-04-02,0
"15125",14,2018-04-16,0
"15126",14,2018-04-30,0
"15127",14,2018-05-30,0
"15128",14,2018-07-09,0
"15129",14,2018-07-23,0
"15130",14,2018-08-20,0
"15131",14,2018-09-17,0
"15132",14,2018-10-15,2
"15133",14,2018-10-29,0
"15134",14,2018-11-13,0
"15135",14,2018-12-10,0
"15136",14,2018-12-27,0
"15137",14,2019-01-08,0
"15138",14,2016-10-17,0
"15139",14,2016-10-31,1
"15140",14,2016-11-29,0
"15141",14,2016-12-13,1
"15142",14,2016-12-27,0
"15143",14,2017-01-09,0
"15144",14,2017-01-23,0
"15145",14,2017-02-06,0
"15146",14,2017-02-21,0
"15147",14,2017-03-06,0
"15148",14,2017-03-20,0
"15149",14,2017-04-03,0
"15150",14,2017-04-17,0
"15151",14,2017-05-02,0
"15152",14,2017-05-15,0
"15153",14,2017-05-30,0
"15154",14,2017-06-12,0
"15155",14,2017-06-26,0
"15156",14,2017-07-10,0
"15157",14,2017-07-24,0
"15158",14,2017-08-07,0
"15159",14,2017-08-21,1
"15160",14,2017-09-05,0
"15161",14,2017-09-18,0
"15162",14,2017-10-02,0
"15163",14,2017-10-16,0
"15164",14,2017-10-30,0
"15165",14,2017-11-13,0
"15166",14,2017-11-27,0
"15167",14,2017-12-11,0
"15168",14,2017-12-26,0
"15169",14,2018-01-08,1
"15170",14,2018-01-22,0
"15171",14,2018-02-05,0
"15172",14,2018-02-20,1
"15173",14,2018-03-05,0
"15174",14,2018-03-19,0
"15175",14,2018-04-02,1
"15176",14,2018-04-16,0
"15177",14,2018-04-30,9
"15178",14,2018-05-14,0
"15179",14,2018-05-29,0
"15180",14,2018-06-11,0
"15181",14,2018-06-25,1
"15182",14,2018-07-09,0
"15183",14,2018-08-06,3
"15184",14,2018-08-20,0
"15185",14,2018-09-04,0
"15186",14,2018-09-17,0
"15187",14,2018-10-01,0
"15188",14,2018-10-15,0
"15189",14,2018-10-29,0
"15190",14,2018-11-13,0
"15191",14,2018-11-26,0
"15192",14,2018-12-10,0
"15193",14,2018-12-27,0
"15194",14,2019-01-08,0
"15195",14,2016-10-17,0
"15196",14,2018-03-05,0
"15197",14,2016-10-17,0
"15198",14,2016-10-31,0
"15199",14,2016-11-15,0
"15200",14,2016-11-29,0
"15201",14,2016-12-27,0
"15202",14,2017-01-09,0
"15203",14,2017-01-23,0
"15204",14,2017-02-06,0
"15205",14,2017-02-21,1
"15206",14,2017-03-06,0
"15207",14,2017-03-20,0
"15208",14,2017-04-03,0
"15209",14,2017-04-17,0
"15210",14,2017-05-02,0
"15211",14,2017-05-15,0
"15212",14,2017-05-30,0
"15213",14,2017-06-12,1
"15214",14,2017-06-26,0
"15215",14,2017-07-10,0
"15216",14,2017-07-24,0
"15217",14,2017-08-07,0
"15218",14,2017-08-21,1
"15219",14,2017-10-02,0
"15220",14,2017-10-16,0
"15221",14,2017-10-30,0
"15222",14,2017-11-13,1
"15223",14,2017-11-27,0
"15224",14,2017-12-11,0
"15225",14,2018-01-08,0
"15226",14,2018-01-22,1
"15227",14,2018-02-05,0
"15228",14,2018-02-20,0
"15229",14,2018-03-05,0
"15230",14,2018-03-19,0
"15231",14,2018-04-02,0
"15232",14,2018-04-16,0
"15233",14,2018-04-30,0
"15234",14,2018-05-14,0
"15235",14,2018-05-29,0
"15236",14,2018-06-11,0
"15237",14,2018-07-09,0
"15238",14,2018-07-23,0
"15239",14,2018-08-06,0
"15240",14,2018-08-20,0
"15241",14,2018-09-04,1
"15242",14,2018-09-17,1
"15243",14,2018-10-01,2
"15244",14,2018-10-29,0
"15245",14,2018-12-27,0
"15246",14,2019-01-08,0
"15247",14,2016-11-15,0
"15248",14,2017-11-13,0
"15249",14,2017-11-27,0
"15250",14,2017-12-11,0
"15251",14,2017-12-26,0
"15252",14,2018-01-08,0
"15253",14,2018-01-22,0
"15254",14,2018-02-05,0
"15255",14,2018-02-20,0
"15256",14,2018-03-05,0
"15257",14,2018-03-19,0
"15258",14,2018-04-16,0
"15259",14,2018-04-30,1
"15260",14,2018-06-11,0
"15261",14,2018-06-25,0
"15262",14,2018-07-09,0
"15263",14,2018-07-23,0
"15264",14,2018-08-06,0
"15265",14,2018-08-20,0
"15266",14,2018-09-04,0
"15267",14,2018-09-17,0
"15268",14,2018-10-01,0
"15269",14,2018-10-15,0
"15270",14,2018-10-29,0
"15271",14,2018-11-14,0
"15272",14,2018-11-26,0
"15273",14,2018-12-27,0
"15274",14,2019-01-08,0
"15275",14,2017-09-05,0
"15276",14,2017-09-06,1
"15277",14,2017-09-18,0
"15278",14,2017-10-02,2
"15279",14,2017-10-16,0
"15280",14,2017-10-30,1
"15281",14,2017-11-13,1
"15282",14,2017-11-27,0
"15283",14,2017-12-11,0
"15284",14,2017-12-26,1
"15285",14,2018-01-08,0
"15286",14,2018-01-22,0
"15287",14,2018-02-05,0
"15288",14,2018-02-20,0
"15289",14,2018-03-05,0
"15290",14,2018-03-19,0
"15291",14,2018-04-02,0
"15292",14,2018-04-16,0
"15293",14,2018-04-30,0
"15294",14,2018-05-14,0
"15295",14,2018-05-29,0
"15296",14,2018-06-11,0
"15297",14,2018-06-25,0
"15298",14,2018-07-09,0
"15299",14,2018-07-23,0
"15300",14,2018-08-06,0
"15301",14,2018-08-20,0
"15302",14,2018-09-04,0
"15303",14,2018-09-17,0
"15304",14,2018-10-01,0
"15305",14,2018-10-15,0
"15306",14,2018-10-29,0
"15307",14,2018-11-13,2
"15308",14,2018-11-26,2
"15309",14,2018-12-10,0
"15310",14,2018-12-27,0
"15311",14,2016-10-17,0
"15312",14,2016-10-31,0
"15313",14,2016-11-15,2
"15314",14,2016-11-29,0
"15315",14,2016-12-13,0
"15316",14,2016-12-27,0
"15317",14,2017-01-09,0
"15318",14,2017-01-23,2
"15319",14,2017-02-06,0
"15320",14,2017-02-21,0
"15321",14,2017-03-06,0
"15322",14,2017-03-20,0
"15323",14,2017-04-03,0
"15324",14,2017-04-17,0
"15325",14,2017-05-02,0
"15326",14,2017-05-15,0
"15327",14,2017-05-30,0
"15328",14,2017-06-12,0
"15329",14,2017-06-26,0
"15330",14,2017-07-10,0
"15331",14,2017-07-24,0
"15332",14,2017-08-07,0
"15333",14,2017-08-21,0
"15334",14,2017-09-05,0
"15335",14,2017-09-18,0
"15336",14,2017-10-02,1
"15337",14,2017-10-16,0
"15338",14,2017-10-30,2
"15339",14,2017-11-13,0
"15340",14,2017-11-27,0
"15341",14,2017-12-11,0
"15342",14,2017-12-26,0
"15343",14,2018-01-08,0
"15344",14,2018-01-22,0
"15345",14,2018-02-05,1
"15346",14,2018-02-20,1
"15347",14,2018-03-05,0
"15348",14,2018-03-19,0
"15349",14,2018-04-02,0
"15350",14,2018-04-16,0
"15351",14,2018-04-30,0
"15352",14,2018-05-14,1
"15353",14,2018-05-29,0
"15354",14,2018-06-11,0
"15355",14,2018-06-25,0
"15356",14,2018-07-09,2
"15357",14,2018-07-23,1
"15358",14,2018-08-06,2
"15359",14,2018-08-20,1
"15360",14,2018-09-04,0
"15361",14,2018-09-17,3
"15362",14,2018-10-01,4
"15363",14,2018-10-15,1
"15364",14,2018-10-29,0
"15365",14,2018-11-13,2
"15366",14,2018-11-26,0
"15367",14,2018-12-10,0
"15368",14,2018-12-27,0
"15369",14,2019-01-08,2
"15370",14,2016-10-17,0
"15371",14,2016-10-31,0
"15372",14,2016-11-15,0
"15373",14,2016-11-29,0
"15374",14,2016-12-27,0
"15375",14,2017-04-17,0
"15376",14,2018-05-29,0
"15377",14,2016-10-17,1
"15378",14,2016-10-31,0
"15379",14,2016-11-15,0
"15380",14,2016-12-13,0
"15381",14,2016-12-27,0
"15382",14,2017-01-09,0
"15383",14,2017-01-23,0
"15384",14,2017-02-06,0
"15385",14,2017-02-21,0
"15386",14,2017-03-06,0
"15387",14,2017-03-20,0
"15388",14,2017-04-03,0
"15389",14,2017-04-17,0
"15390",14,2017-05-02,0
"15391",14,2017-05-15,0
"15392",14,2017-05-30,0
"15393",14,2017-06-12,0
"15394",14,2017-06-26,0
"15395",14,2017-07-10,0
"15396",14,2017-07-24,0
"15397",14,2017-08-07,0
"15398",14,2017-08-21,1
"15399",14,2017-09-05,0
"15400",14,2017-09-18,0
"15401",14,2017-10-02,0
"15402",14,2017-10-16,1
"15403",14,2017-10-30,0
"15404",14,2017-11-13,2
"15405",14,2017-11-27,0
"15406",14,2017-12-11,0
"15407",14,2017-12-26,0
"15408",14,2018-01-08,0
"15409",14,2018-01-22,0
"15410",14,2018-02-05,0
"15411",14,2018-02-20,0
"15412",14,2018-03-05,0
"15413",14,2018-03-19,2
"15414",14,2018-04-02,0
"15415",14,2018-04-16,0
"15416",14,2018-04-30,0
"15417",14,2018-05-14,0
"15418",14,2018-05-29,0
"15419",14,2018-06-11,0
"15420",14,2018-06-25,0
"15421",14,2018-07-09,0
"15422",14,2018-07-23,0
"15423",14,2018-08-06,0
"15424",14,2018-08-20,0
"15425",14,2018-09-04,0
"15426",14,2018-09-17,0
"15427",14,2018-10-01,1
"15428",14,2018-10-15,0
"15429",14,2018-11-13,2
"15430",14,2018-11-26,0
"15431",14,2018-12-10,0
"15432",14,2018-12-27,0
"15433",14,2019-01-08,0
"15434",15,2017-12-01,0
"15435",15,2016-11-30,0
"15436",15,2016-12-14,0
"15437",15,2016-12-28,1
"15438",15,2017-01-24,0
"15439",15,2017-02-07,0
"15440",15,2017-02-21,0
"15441",15,2017-03-07,0
"15442",15,2017-03-21,0
"15443",15,2017-04-04,0
"15444",15,2017-04-18,1
"15445",15,2017-05-02,0
"15446",15,2017-05-16,0
"15447",15,2017-05-30,0
"15448",15,2017-06-13,0
"15449",15,2017-06-28,0
"15450",15,2017-07-11,1
"15451",15,2017-07-25,0
"15452",15,2017-08-11,1
"15453",15,2017-08-25,0
"15454",15,2017-09-08,0
"15455",15,2017-09-22,0
"15456",15,2017-10-06,0
"15457",15,2017-10-20,0
"15458",15,2017-11-03,0
"15459",15,2017-11-17,0
"15460",15,2017-12-01,1
"15461",15,2017-12-15,0
"15462",15,2017-12-29,0
"15463",15,2018-01-12,0
"15464",15,2018-01-26,0
"15465",15,2018-02-09,0
"15466",15,2018-02-23,0
"15467",15,2018-03-09,0
"15468",15,2018-03-23,0
"15469",15,2018-04-06,0
"15470",15,2018-04-20,0
"15471",15,2018-05-04,1
"15472",15,2018-05-18,0
"15473",15,2018-06-15,0
"15474",15,2018-06-28,0
"15475",15,2018-07-13,0
"15476",15,2018-07-27,0
"15477",15,2018-08-10,0
"15478",15,2018-08-24,0
"15479",15,2018-09-07,0
"15480",15,2018-09-21,0
"15481",15,2018-10-05,0
"15482",15,2018-10-19,0
"15483",15,2018-11-02,0
"15484",15,2018-11-16,1
"15485",15,2018-11-29,0
"15486",15,2018-12-26,0
"15487",15,2019-01-08,0
"15488",15,2017-06-28,0
"15489",15,2017-10-20,0
"15490",15,2017-11-03,0
"15491",15,2017-11-17,0
"15492",15,2017-12-01,0
"15493",15,2017-12-15,0
"15494",15,2017-12-29,0
"15495",15,2018-01-12,0
"15496",15,2018-01-26,0
"15497",15,2018-02-09,0
"15498",15,2018-02-23,0
"15499",15,2018-03-09,0
"15500",15,2018-03-23,0
"15501",15,2018-04-06,0
"15502",15,2018-04-20,0
"15503",15,2018-05-04,0
"15504",15,2018-05-18,0
"15505",15,2018-06-01,0
"15506",15,2018-06-15,0
"15507",15,2018-06-28,0
"15508",15,2018-07-13,0
"15509",15,2018-07-27,0
"15510",15,2018-08-10,0
"15511",15,2018-08-24,0
"15512",15,2018-09-07,1
"15513",15,2018-09-21,0
"15514",15,2018-10-05,0
"15515",15,2018-10-19,0
"15516",15,2018-11-02,0
"15517",15,2018-11-16,0
"15518",15,2018-11-29,0
"15519",15,2018-12-14,0
"15520",15,2019-01-08,0
"15521",15,2016-12-28,0
"15522",15,2017-01-10,0
"15523",15,2017-01-24,1
"15524",15,2017-02-07,0
"15525",15,2017-02-21,0
"15526",15,2017-03-07,0
"15527",15,2017-04-04,0
"15528",15,2017-04-18,0
"15529",15,2017-05-02,0
"15530",15,2017-05-16,0
"15531",15,2017-05-30,0
"15532",15,2017-06-13,0
"15533",15,2017-07-25,0
"15534",15,2017-08-11,0
"15535",15,2017-09-08,0
"15536",15,2017-09-22,0
"15537",15,2017-10-06,0
"15538",15,2017-10-20,0
"15539",15,2017-11-17,0
"15540",15,2017-12-01,1
"15541",15,2017-12-15,2
"15542",15,2017-12-29,0
"15543",15,2018-01-12,0
"15544",15,2018-02-09,0
"15545",15,2018-02-23,0
"15546",15,2018-03-09,0
"15547",15,2018-05-04,0
"15548",15,2018-06-01,0
"15549",15,2018-06-15,0
"15550",15,2018-08-10,0
"15551",15,2018-08-24,0
"15552",15,2018-09-07,0
"15553",15,2018-09-21,0
"15554",15,2018-10-19,0
"15555",15,2018-11-05,0
"15556",15,2018-11-16,0
"15557",15,2018-11-29,0
"15558",15,2018-12-26,0
"15559",15,2019-01-08,1
"15560",15,2016-11-30,0
"15561",15,2016-12-14,1
"15562",15,2016-12-28,1
"15563",15,2017-01-10,12
"15564",15,2017-01-24,45
"15565",15,2017-02-07,12
"15566",15,2017-02-21,1
"15567",15,2017-03-07,0
"15568",15,2017-03-21,2
"15569",15,2017-04-04,1
"15570",15,2017-06-13,4
"15571",15,2017-06-28,4
"15572",15,2017-07-11,1
"15573",15,2017-07-25,1
"15574",15,2017-08-11,0
"15575",15,2017-08-25,0
"15576",15,2018-09-07,0
"15577",15,2018-09-21,0
"15578",15,2018-10-05,0
"15579",15,2018-10-19,1
"15580",15,2016-11-30,0
"15581",15,2016-12-14,0
"15582",15,2016-12-28,0
"15583",15,2017-01-10,0
"15584",15,2017-01-24,4
"15585",15,2017-02-07,0
"15586",15,2017-02-21,0
"15587",15,2017-03-07,0
"15588",15,2017-03-21,0
"15589",15,2017-04-04,1
"15590",15,2017-04-18,0
"15591",15,2017-05-02,0
"15592",15,2017-05-16,0
"15593",15,2017-05-30,0
"15594",15,2017-06-13,0
"15595",15,2017-06-28,0
"15596",15,2017-07-11,0
"15597",15,2017-07-25,0
"15598",15,2017-08-11,0
"15599",15,2017-08-25,0
"15600",15,2017-09-08,0
"15601",15,2017-09-22,0
"15602",15,2017-10-06,2
"15603",15,2017-10-20,0
"15604",15,2017-11-03,0
"15605",15,2017-11-17,0
"15606",15,2017-12-01,0
"15607",15,2017-12-15,0
"15608",15,2017-12-29,0
"15609",15,2018-01-12,0
"15610",15,2018-01-26,0
"15611",15,2018-02-09,0
"15612",15,2018-02-23,0
"15613",15,2018-03-09,0
"15614",15,2018-03-23,1
"15615",15,2018-04-06,0
"15616",15,2018-04-20,0
"15617",15,2018-05-04,0
"15618",15,2018-06-01,0
"15619",15,2018-06-15,0
"15620",15,2018-06-28,0
"15621",15,2018-07-13,1
"15622",15,2018-07-27,0
"15623",15,2018-08-10,0
"15624",15,2018-08-24,1
"15625",15,2018-09-07,0
"15626",15,2018-09-21,0
"15627",15,2018-10-05,0
"15628",15,2018-10-19,0
"15629",15,2018-11-02,0
"15630",15,2018-11-16,2
"15631",15,2018-11-29,0
"15632",15,2018-12-14,0
"15633",15,2016-11-30,0
"15634",15,2016-12-14,0
"15635",15,2017-09-22,0
"15636",15,2017-12-01,1
"15637",15,2017-08-11,0
"15638",15,2016-11-30,0
"15639",15,2016-12-28,0
"15640",15,2017-01-24,2
"15641",15,2017-02-07,0
"15642",15,2017-02-21,0
"15643",15,2017-03-07,0
"15644",15,2017-03-21,0
"15645",15,2017-04-04,0
"15646",15,2017-04-18,0
"15647",15,2017-05-02,0
"15648",15,2017-05-16,0
"15649",15,2017-05-30,0
"15650",15,2017-06-28,0
"15651",15,2017-10-20,0
"15652",15,2017-12-01,0
"15653",15,2017-12-15,1
"15654",15,2017-12-29,1
"15655",15,2018-01-12,0
"15656",15,2018-04-06,0
"15657",15,2018-04-20,0
"15658",15,2018-05-04,0
"15659",15,2018-05-18,0
"15660",15,2018-06-01,6
"15661",15,2018-06-15,0
"15662",15,2018-06-28,0
"15663",15,2018-07-13,3
"15664",15,2018-08-10,0
"15665",15,2018-09-07,0
"15666",15,2018-09-21,0
"15667",15,2018-10-19,0
"15668",15,2018-11-02,0
"15669",15,2018-11-16,1
"15670",15,2018-12-14,0
"15671",15,2018-12-26,2
"15672",15,2016-11-30,0
"15673",15,2016-12-14,0
"15674",15,2016-12-28,0
"15675",15,2017-01-10,0
"15676",15,2017-01-24,2
"15677",15,2017-02-07,0
"15678",15,2017-02-21,0
"15679",15,2017-03-07,0
"15680",15,2017-03-21,1
"15681",15,2017-04-04,0
"15682",15,2017-04-18,0
"15683",15,2017-05-02,0
"15684",15,2017-05-16,0
"15685",15,2017-05-30,0
"15686",15,2017-06-13,2
"15687",15,2017-06-28,0
"15688",15,2017-07-11,0
"15689",15,2017-07-25,0
"15690",15,2017-08-11,0
"15691",15,2017-08-25,0
"15692",15,2017-09-08,0
"15693",15,2017-09-22,0
"15694",15,2017-10-06,0
"15695",15,2017-10-20,0
"15696",15,2017-11-03,1
"15697",15,2017-11-17,0
"15698",15,2017-12-01,0
"15699",15,2017-12-15,1
"15700",15,2017-12-29,0
"15701",15,2018-01-12,0
"15702",15,2018-01-26,0
"15703",15,2018-02-09,0
"15704",15,2018-02-23,0
"15705",15,2018-03-09,0
"15706",15,2018-04-06,1
"15707",15,2018-04-20,0
"15708",15,2018-05-04,0
"15709",15,2018-05-18,0
"15710",15,2018-06-01,1
"15711",15,2018-06-15,0
"15712",15,2018-06-28,0
"15713",15,2018-08-10,0
"15714",15,2018-08-24,0
"15715",15,2018-09-07,0
"15716",15,2018-09-21,0
"15717",15,2018-10-05,0
"15718",15,2018-10-19,1
"15719",15,2018-11-02,0
"15720",15,2018-11-16,0
"15721",15,2018-11-29,0
"15722",15,2018-12-14,0
"15723",15,2016-11-30,0
"15724",15,2016-12-14,5
"15725",15,2016-12-28,1
"15726",15,2017-01-10,0
"15727",15,2017-01-24,8
"15728",15,2017-02-07,0
"15729",15,2017-02-21,0
"15730",15,2017-03-07,0
"15731",15,2017-03-21,2
"15732",15,2017-04-04,0
"15733",15,2017-04-18,0
"15734",15,2017-05-02,0
"15735",15,2017-05-16,0
"15736",15,2017-05-30,0
"15737",15,2017-06-13,0
"15738",15,2017-06-28,0
"15739",15,2017-07-11,0
"15740",15,2017-07-25,0
"15741",15,2017-08-11,1
"15742",15,2017-08-25,0
"15743",15,2017-09-08,0
"15744",15,2017-09-22,0
"15745",15,2017-10-06,2
"15746",15,2017-10-20,1
"15747",15,2017-11-03,0
"15748",15,2017-11-17,1
"15749",15,2017-12-01,1
"15750",15,2017-12-15,3
"15751",15,2017-12-29,3
"15752",15,2018-01-12,0
"15753",15,2018-02-09,0
"15754",15,2018-03-09,1
"15755",15,2018-03-23,1
"15756",15,2018-04-06,1
"15757",15,2018-04-20,0
"15758",15,2018-05-04,1
"15759",15,2018-05-18,4
"15760",15,2018-06-01,0
"15761",15,2018-06-15,0
"15762",15,2018-06-28,3
"15763",15,2018-07-13,0
"15764",15,2018-07-27,1
"15765",15,2018-08-10,0
"15766",15,2018-08-24,1
"15767",15,2018-09-07,0
"15768",15,2018-09-21,1
"15769",15,2018-10-05,1
"15770",15,2018-10-19,0
"15771",15,2018-11-02,0
"15772",15,2018-11-16,0
"15773",15,2018-12-14,0
"15774",15,2018-12-26,0
"15775",15,2019-01-08,1
"15776",15,2017-12-01,0
"15777",15,2017-12-01,1
"15778",15,2017-12-01,0
"15779",15,2016-11-30,1
"15780",15,2016-12-28,0
"15781",15,2017-01-10,0
"15782",15,2017-01-24,0
"15783",15,2017-02-07,0
"15784",15,2017-02-21,0
"15785",15,2017-03-07,0
"15786",15,2017-03-21,0
"15787",15,2017-04-04,0
"15788",15,2017-04-18,0
"15789",15,2017-05-02,0
"15790",15,2017-05-16,0
"15791",15,2017-05-30,0
"15792",15,2017-06-13,0
"15793",15,2017-06-28,2
"15794",15,2017-07-11,0
"15795",15,2017-07-25,0
"15796",15,2017-08-11,0
"15797",15,2017-08-25,0
"15798",15,2017-09-08,0
"15799",15,2017-09-22,0
"15800",15,2017-10-06,0
"15801",15,2017-10-20,0
"15802",15,2017-11-03,0
"15803",15,2017-11-17,0
"15804",15,2017-12-01,0
"15805",15,2017-12-15,1
"15806",15,2017-12-29,0
"15807",15,2018-01-12,0
"15808",15,2018-01-26,0
"15809",15,2018-02-09,0
"15810",15,2018-02-23,0
"15811",15,2018-03-09,0
"15812",15,2018-03-23,0
"15813",15,2018-04-06,0
"15814",15,2018-04-20,0
"15815",15,2018-05-04,0
"15816",15,2018-05-18,0
"15817",15,2018-06-01,0
"15818",15,2018-06-15,0
"15819",15,2018-06-28,0
"15820",15,2018-07-13,0
"15821",15,2018-07-27,1
"15822",15,2018-08-10,0
"15823",15,2018-08-24,0
"15824",15,2018-09-07,0
"15825",15,2018-09-21,2
"15826",15,2018-10-05,1
"15827",15,2018-10-19,1
"15828",15,2018-11-02,1
"15829",15,2018-11-16,0
"15830",15,2018-11-29,0
"15831",15,2018-12-14,0
"15832",15,2018-12-26,0
"15833",15,2019-01-08,0
"15834",15,2017-12-01,0
"15835",15,2016-11-30,0
"15836",15,2016-12-14,0
"15837",15,2016-12-28,0
"15838",15,2017-01-10,0
"15839",15,2017-01-24,1
"15840",15,2017-02-07,2
"15841",15,2017-02-21,0
"15842",15,2017-03-07,0
"15843",15,2017-03-21,1
"15844",15,2017-04-04,0
"15845",15,2017-04-18,0
"15846",15,2017-05-02,0
"15847",15,2017-05-16,0
"15848",15,2017-05-30,1
"15849",15,2017-06-13,1
"15850",15,2017-06-28,4
"15851",15,2017-07-11,1
"15852",15,2017-08-11,0
"15853",15,2017-08-25,2
"15854",15,2017-09-08,1
"15855",15,2017-09-22,0
"15856",15,2017-10-06,0
"15857",15,2017-10-20,0
"15858",15,2017-11-03,4
"15859",15,2017-11-17,3
"15860",15,2017-12-01,1
"15861",15,2017-12-15,1
"15862",15,2017-12-29,0
"15863",15,2018-01-12,0
"15864",15,2018-01-26,2
"15865",15,2018-02-09,4
"15866",15,2018-02-23,0
"15867",15,2018-03-09,1
"15868",15,2018-03-23,0
"15869",15,2018-04-06,0
"15870",15,2018-04-20,3
"15871",15,2018-05-04,1
"15872",15,2018-05-18,3
"15873",15,2018-06-01,0
"15874",15,2018-06-15,6
"15875",15,2018-06-28,4
"15876",15,2018-07-13,4
"15877",15,2018-08-10,0
"15878",15,2018-08-24,1
"15879",15,2018-09-07,3
"15880",15,2018-09-21,0
"15881",15,2018-10-05,0
"15882",15,2018-10-19,2
"15883",15,2018-11-02,0
"15884",15,2018-11-29,1
"15885",15,2018-12-14,2
"15886",15,2018-12-26,2
"15887",15,2019-01-08,0
"15888",15,2016-11-30,0
"15889",15,2016-12-14,1
"15890",15,2016-12-28,2
